a1-t3-nano-instance,ec2-35-175-144-103.compute-1.amazonaws.com,"Mon, 22 Jul 2019 06:14:08 GMT",0.002000,i-01a60db557605b605
a2-t3-nano-instance,ec2-54-172-110-30.compute-1.amazonaws.com,"Mon, 22 Jul 2019 06:17:10 GMT",0.002000,i-0a3c5bf2e56957424
my-t3-nano-instance,ec2-3-83-152-245.compute-1.amazonaws.com,"Mon, 22 Jul 2019 06:48:31 GMT",0.002000,i-0187c82b093a98164
b1-t3-nano-instance,ec2-18-208-163-249.compute-1.amazonaws.com,"Mon, 22 Jul 2019 07:21:34 GMT",0.002000,i-096133ded519bf9bc
b2-t3-nano-instance,ec2-3-93-23-240.compute-1.amazonaws.com,"Mon, 22 Jul 2019 07:45:35 GMT",0.002000,i-06326a1357342dd04
